Date,Area,WSA,TA,DA,RHA,RA,UVA,PSA,WDA
7-May-19,4061465.5,0.99,27.83,23.75,79.38,0.1,2.16,99.27,123.19
8-May-19,4061465.5,1.21,28.69,24.15,77.12,1.25,2.05,99.16,151
9-May-19,4061465.5,1.7,28.01,25.63,87.31,17.21,2.08,99.09,159.38
10-May-19,4061465.5,1.38,28.32,25.54,85.38,32.07,2.15,99.28,141.56
11-May-19,4061465.5,1.41,28.12,25.9,88.19,40.08,2.12,99.45,181.69
12-May-19,4061465.5,1.38,27.94,25.4,86.44,10.73,1.98,99.38,217.25
13-May-19,4061465.5,0.95,28.3,25.01,83,5.59,1.99,99.37,194.56
14-May-19,4061465.5,0.98,28.17,23.9,78.38,27.56,2.26,99.36,161.94
15-May-19,3863825.5,1.25,28.01,24.15,79.94,15.87,1.96,99.49,139
16-May-19,3863825.5,1.17,27.97,23.67,78,5.26,1.95,99.48,142.25
17-May-19,3863825.5,1.73,27.71,24.87,85,23.2,1.76,99.39,187.38
18-May-19,3863825.5,1.67,27.75,25.47,87.81,29.13,1.62,99.32,181.31
19-May-19,3863825.5,1.3,27.55,25.36,88.25,14.64,1.98,99.5,184.12
20-May-19,3863825.5,0.63,27.89,24.41,82.12,2.01,2.38,99.65,124.56
21-May-19,3863825.5,0.92,28.8,24.44,77.81,17.59,1.95,99.51,139.38
22-May-19,3863825.5,0.98,28.56,25.23,82.62,50.68,2.07,99.46,139.38
23-May-19,3863825.5,0.73,27.73,24.86,84.81,58.38,1.61,99.46,128.56
24-May-19,3863825.5,2.4,27.28,25.52,90.31,86.52,0.73,99.35,161.06
25-May-19,3863825.5,2.56,26.65,25.37,92.75,43.63,1.14,99.16,210.5
26-May-19,3863825.5,1.12,27.7,24.94,85.44,12.14,1.79,99.22,191.44
27-May-19,5653346.7,0.83,28.41,25.11,82.88,23.71,1.87,99.29,117.31
28-May-19,5653346.7,1.05,28.66,24.62,79.5,14.27,2.45,99.23,145.88
29-May-19,5653346.7,1.02,28.98,24.86,78.88,15.84,2.34,99.16,149.31
30-May-19,5653346.7,1.2,29.01,25.68,82.69,6.52,2.09,99.18,136.44
31-May-19,5653346.7,0.78,29.22,24.71,77.75,26.07,1.41,99.27,128.5
1-Jun-19,5653346.7,0.8,27.8,25.04,85.12,50.31,1.55,99.34,166.56
2-Jun-19,5653346.7,0.9,28.3,24.86,82.12,50.77,1.34,99.38,190.56
3-Jun-19,5653346.7,0.91,27.63,24.49,83.12,74.91,1.07,99.32,205.19
4-Jun-19,5653346.7,2.37,27.28,25.66,91.06,75.81,0.45,99.25,182.56
5-Jun-19,5653346.7,2.19,26.51,24.76,90.44,17.34,0.87,99.28,164.44
6-Jun-19,5653346.7,1.11,26.73,24.66,88.81,16.15,2.19,99.32,154.19
7-Jun-19,5653346.7,1.16,27.51,25.37,88.25,39.92,1.57,99.38,190.81
8-Jun-19,5335415.3,1.07,26.73,25.39,92.5,29.26,2.02,99.27,120.75
9-Jun-19,5335415.3,1.67,27.77,26.14,91.12,11.01,1.7,99.07,146
10-Jun-19,5335415.3,1.45,28.63,26.6,89.12,37.2,2.16,98.94,192.75
11-Jun-19,5335415.3,1.48,28.69,26.48,88.12,6.27,2.28,98.93,238.56
12-Jun-19,5335415.3,1.09,30.09,26.22,80.56,1.7,2.31,98.88,184.56
13-Jun-19,5335415.3,1.21,30.76,26.94,80.94,1.54,2.29,98.69,207.44
14-Jun-19,5335415.3,1.83,28.23,27.11,93.62,97.72,0.68,98.7,125.31
15-Jun-19,5335415.3,1.89,28.55,27.06,91.88,28.65,0.84,98.84,206.31
16-Jun-19,5335415.3,1.39,28.59,26.87,90.69,35.35,1.45,98.84,189.62
17-Jun-19,5335415.3,1.06,28.73,26.85,89.81,102,1.33,98.88,140.69
18-Jun-19,5335415.3,0.83,28.98,26.56,87.06,5.37,1.83,98.84,172.75
19-Jun-19,5335415.3,1.02,30.69,26.12,77.5,0.26,2.37,98.79,186.12
20-Jun-19,5391573.7,0.92,27.94,26.11,89.81,48.33,2.04,98.89,208.94
21-Jun-19,5391573.7,1.27,28.74,26.64,88.75,24.16,2.06,99.06,171.94
22-Jun-19,5391573.7,1.47,28.76,26.68,88.88,4.28,2.12,99.2,207.56
23-Jun-19,5391573.7,1.39,28.91,26.5,87.38,0.87,2.42,99.2,242
24-Jun-19,5391573.7,1.73,28.58,26.58,89,22.35,2.62,99.21,229.44
25-Jun-19,5391573.7,2.24,28.91,27.09,90.06,66.67,1.6,99.18,183.06
26-Jun-19,5391573.7,2.63,28.15,27.05,93.81,69.87,1.09,99.03,203.5
27-Jun-19,5391573.7,3.06,27.65,26.66,94.31,134.84,1.01,98.77,201.38
28-Jun-19,5391573.7,2.21,28.18,26.96,93.19,79.37,0.46,98.72,197.75
29-Jun-19,5391573.7,1.29,28.45,26.4,88.88,29.48,2.22,98.75,159.5
30-Jun-19,5391573.7,1.1,29.81,26.78,83.94,8.04,2.21,98.68,178.25
1-Jul-19,5391573.7,1.47,30.22,27.36,85.31,17.62,2.43,98.63,144.38
2-Jul-19,11959609.8,1.37,28.98,26.19,85.5,5.81,2.5,98.86,151.81
3-Jul-19,11959609.8,1,28.94,26.52,87.25,5.48,2.41,98.91,178
4-Jul-19,11959609.8,1,29.48,26.81,86.19,5.95,2.34,98.75,182.5
5-Jul-19,11959609.8,1.39,28.98,26.94,89.12,8.99,2.39,98.58,191.56
6-Jul-19,11959609.8,2.06,28.77,26.83,89.56,62.42,1.59,98.48,148.88
7-Jul-19,11959609.8,2.91,28.3,26.87,92.19,44.89,1.48,98.59,157.62
8-Jul-19,11959609.8,2.94,27.69,26.62,93.94,105.2,1.14,98.84,180.94
9-Jul-19,11959609.8,3.39,27.75,26.44,92.75,167.19,0.77,98.89,180.06
10-Jul-19,11959609.8,3.23,27.16,26.4,95.56,140.95,0.67,98.83,188.19
11-Jul-19,11959609.8,3.48,27.2,26.41,95.44,135.45,0.62,99.04,195.94
12-Jul-19,11959609.8,3.51,27.12,26.21,94.75,67.56,0.85,99.15,201.81
13-Jul-19,11959609.8,3.07,27.29,26.33,94.5,109.55,1.07,99.08,200.94
14-Jul-19,17782319.2,3.34,26.49,25.71,95.44,115.02,0.65,98.88,193.69
15-Jul-19,17782319.2,2.02,27.12,26.26,95.06,107.06,0.39,98.84,188.81
16-Jul-19,17782319.2,1.05,28.37,25.9,86.94,25.77,1.78,99.01,212.44
17-Jul-19,17782319.2,1.19,29.05,26.15,84.81,8.7,2.21,98.98,272.25
18-Jul-19,17782319.2,1.36,29.68,26.35,82.88,1.54,2.27,98.87,187.19
19-Jul-19,17782319.2,1.44,28.89,26.3,86.31,7.07,2.31,99.05,249.56
20-Jul-19,17782319.2,1.59,27.9,25.94,89.19,27.11,2.4,99.19,237.06
21-Jul-19,17782319.2,1.95,28.37,26.62,90.38,39.86,2.09,99.17,203.12
22-Jul-19,15123919.6,2.23,27.12,25.76,92.31,79.88,1.22,99.19,204
23-Jul-19,15123919.6,1.94,27.12,25.63,91.75,121.89,2.05,99.1,203.12
24-Jul-19,15123919.6,2.5,27.51,26.1,92.25,16.11,1.62,99.07,202.25
25-Jul-19,15123919.6,1.43,28,25.84,88.44,20.19,2.02,99.02,205.31
26-Jul-19,16262487.5,1.47,27.48,25.56,89.38,24.95,1.86,98.93,170.44
27-Jul-19,16262487.5,1.67,28.2,25.57,86.19,31.48,1.81,98.98,156.44
28-Jul-19,16262487.5,1.81,28.51,26.03,86.94,5.63,2.57,99.08,146.88
29-Jul-19,16262487.5,1.55,27.47,25.51,89.38,26.37,2.29,99.22,196.38
30-Jul-19,16262487.5,2.05,27.27,25.67,91.19,38.72,1.74,99.22,191.88
31-Jul-19,16262487.5,1.32,27.37,25.76,91.12,34.93,1.8,99.14,198.31
1-Aug-19,16262487.5,1.27,28.14,25.77,87.38,12.86,2.4,99.05,178.25
2-Aug-19,16262487.5,1.23,28.15,25.9,87.88,32.7,2.57,98.91,207
3-Aug-19,16262487.5,1.33,28.6,26.26,87.31,10.93,2.15,98.73,221.25
4-Aug-19,16262487.5,1.02,29.43,26.31,83.69,3.18,2.44,98.57,175
5-Aug-19,16262487.5,0.98,31.01,27.15,80.25,7.46,2.65,98.34,87.94
6-Aug-19,16262487.5,1.47,30.31,27.41,84.88,1.55,2.54,98.32,85.19
7-Aug-19,12119520.4,1.9,29.24,26.9,87.69,15.95,2.15,98.58,117.19
8-Aug-19,12119520.4,1.77,28.34,25.99,87.62,15.63,1.88,98.84,124.19
9-Aug-19,9574018.4,1.59,28.31,26.25,89,5.99,2.23,98.98,180.75
10-Aug-19,9574018.4,1.27,28.89,26.7,88.44,6.99,2.15,98.87,232.94
11-Aug-19,9574018.4,0.92,31.01,26.76,79.06,3,2.59,98.67,198.69
12-Aug-19,9574018.4,1.64,29.87,27.26,86.38,10.08,2.47,98.65,135
13-Aug-19,9574018.4,1.51,27.83,25.85,89.38,41.59,1.83,99.12,161.12
14-Aug-19,9574018.4,1.86,27.21,25.78,92.06,62.28,1.38,99.37,169.69
15-Aug-19,9574018.4,2.48,27.58,26.12,91.94,31.03,0.95,99.34,195
16-Aug-19,9574018.4,2.31,26.95,26.06,94.81,38.12,0.94,99.14,190.19
17-Aug-19,9574018.4,1.6,28.26,26.2,89.06,20.82,1.66,99.11,198.56
18-Aug-19,9574018.4,1.79,27.7,26,90.69,42.4,1.79,99.32,220.19
19-Aug-19,8885336.1,1.48,28.18,26.04,88.56,2.74,2.22,99.36,233.94
20-Aug-19,8885336.1,1.73,28.13,26.21,89.62,5.83,1.79,99.21,223.25
21-Aug-19,6951959.2,1.03,29.37,26.05,82.94,3.31,1.92,99.04,233.25
22-Aug-19,6951959.2,1.12,29.49,26.26,83.19,6.92,2.28,98.95,218.62
23-Aug-19,6951959.2,1.55,28.08,26.23,89.81,32.25,1.62,99.15,166.88
24-Aug-19,6951959.2,1.57,27.73,25.74,89.31,15.99,2.02,99.21,138.69
25-Aug-19,6951959.2,1.41,29.26,25.89,83.12,13.46,2.41,99.12,154.75
26-Aug-19,6951959.2,1.06,29.08,26.07,84.38,3.98,2.53,99.13,242.19
27-Aug-19,6951959.2,1.1,29.11,26.5,86.31,11.35,2.45,99.11,227.12
28-Aug-19,6951959.2,0.84,28.58,26.44,88.31,33.63,1.69,99.23,213.31
29-Aug-19,6951959.2,1.27,28.67,26.36,87.5,6.93,2.23,99.19,162.62
30-Aug-19,6951959.2,1.25,29.37,26.33,83.94,3.79,1.85,98.96,266.38
31-Aug-19,6478267.8,0.77,29.16,25.91,83,7.61,1.59,98.87,117.81
1-Sep-19,6478267.8,1.23,29.87,25.62,78.75,7.16,2.38,98.9,68.38
2-Sep-19,5237984.3,0.84,29.16,26.34,85.19,2.43,2.26,98.92,215.56
3-Sep-19,5237984.3,0.66,29.08,26.67,87.38,12.69,2.19,98.91,192.88
4-Sep-19,5237984.3,0.84,28.19,25.12,84,33.03,1.89,98.98,169.12
5-Sep-19,5237984.3,1.05,28.84,25.51,82.38,35.17,2.04,99.04,165.25
6-Sep-19,5237984.3,1.26,28.87,25.86,84.25,8.64,2.39,98.98,173.31
7-Sep-19,5237984.3,1.37,28.95,26.27,85.81,21.79,2.13,99.01,160.88
8-Sep-19,5237984.3,1.39,27.75,26.05,90.69,37.04,1.73,99.17,146.75
9-Sep-19,5237984.3,2.09,28.03,26.43,91.31,14.62,1.67,99.03,182.44
10-Sep-19,5237984.3,1.8,27.64,26.44,93.25,42.09,1.98,99.03,208.31
11-Sep-19,5237984.3,1.73,28.29,26.62,91,21.41,1.89,99.24,174.06
12-Sep-19,6567563.5,2.16,27.39,26.02,92.38,62.96,1.62,99.49,150.31
13-Sep-19,6567563.5,2.52,26.97,25.82,93.56,82.75,1.56,99.63,204.12
14-Sep-19,7142651.4,1.52,27.21,25.54,90.81,49.09,1.98,99.57,211.19
15-Sep-19,7142651.4,1.14,28.28,25.77,86.5,12.69,2.1,99.43,184.5
16-Sep-19,7142651.4,1,28.34,25.73,85.88,22.28,1.5,99.37,197.44
17-Sep-19,7142651.4,0.95,28.49,25.24,83.06,14.04,1.95,99.49,169.5
18-Sep-19,7142651.4,1.02,28.92,24.86,79.81,1.75,2.18,99.72,169.31
19-Sep-19,7142651.4,1.24,28.9,24.98,80,3.72,2.32,99.73,174.31
20-Sep-19,7142651.4,1.11,28.6,25.04,81.5,2.12,2.23,99.64,161.56
21-Sep-19,7142651.4,1.05,28.1,25.06,84.12,2.9,2.04,99.59,159.25
22-Sep-19,7142651.4,1.02,28.22,25.2,84.38,27.84,2.02,99.71,115.38
23-Sep-19,7142651.4,0.89,26.21,24.07,88.31,13.09,1.76,99.99,125.06
24-Sep-19,5698760.4,0.74,26.44,24.18,87.75,75.9,1.64,100.09,123.88
25-Sep-19,5698760.4,0.89,25.7,23.1,85.94,7.02,1.07,100.33,167.5
26-Sep-19,5021661.6,1.38,26.51,23.51,84.19,5.23,1.99,100.31,171.5
27-Sep-19,5021661.6,1.2,26.79,23.87,84.31,0.8,1.85,100.19,184.88
28-Sep-19,5021661.6,1.12,26.65,23.76,84.81,1.46,1.3,100.08,156.56
29-Sep-19,5021661.6,1.07,25.99,22.88,83.44,13.52,1.54,100.16,133.31
30-Sep-19,5021661.6,0.87,24.98,23.06,89.25,11.73,1.45,99.91,141.25
1-Oct-19,5021661.6,1.26,25.07,23.29,90,104.97,0.95,99.73,127.88
2-Oct-19,5021661.6,1.37,26.07,23.97,88.5,24.26,1.16,99.76,154
3-Oct-19,5021661.6,1.48,26.22,24.44,90.12,38.35,1.59,99.76,222.75
4-Oct-19,5021661.6,1.2,26.52,23.73,85.06,8.88,1.51,99.72,167
5-Oct-19,5021661.6,1.19,27,24.2,85,8.92,1.29,99.72,171.88
6-Oct-19,5563290.2,0.98,26.65,24.24,86.88,4.31,1.54,99.8,167.31
7-Oct-19,5563290.2,0.97,26.76,24.03,85.25,8.64,1.67,99.87,152.56
8-Oct-19,5372221.2,0.84,26.23,23.98,87.81,12.12,1.46,99.9,94.38
9-Oct-19,5372221.2,0.87,25.65,23.3,87.12,27,1.8,99.92,195.69
10-Oct-19,5372221.2,1.1,24.52,22.62,89.38,29.69,1.1,99.89,126.25
11-Oct-19,5372221.2,1.02,25.65,23.17,86.5,6.66,1.51,99.83,179.38
12-Oct-19,5372221.2,1.02,26.18,22.37,80.12,0.14,1.6,99.88,146.12
13-Oct-19,5372221.2,1.12,25.56,22.06,81.75,0,1.71,99.9,136.38
14-Oct-19,5372221.2,1.16,26.01,22.12,80.06,0,1.62,99.95,154.38
15-Oct-19,5372221.2,1.16,27,23.51,81.81,5.3,1.6,99.98,159.5
16-Oct-19,5372221.2,0.99,26.55,23.66,84.56,15.47,1.48,100.11,196.25
17-Oct-19,5372221.2,0.91,27.55,23.56,79.44,6.31,1.66,100.07,155.69
18-Oct-19,5101294.1,0.96,27.28,23.24,79.44,0.03,1.59,100.08,159.25
19-Oct-19,5101294.1,1.05,27.06,23.01,79.06,0.02,1.57,100.09,164.69
20-Oct-19,6519255.7,0.95,26.54,22.67,79.81,0.01,1.59,100.03,179.94
21-Oct-19,6519255.7,1.41,25.66,22.61,84,1.79,1.34,99.83,176.5
22-Oct-19,6519255.7,1.34,25.01,22.86,88.31,1.03,1.2,99.71,233.94
23-Oct-19,6519255.7,1.06,24.54,20.44,79.06,0.04,1.21,99.76,198.31
24-Oct-19,6519255.7,0.8,23.07,20,83.25,21.84,0.69,99.99,74.12
25-Oct-19,6519255.7,1.73,22.73,20.98,89.94,93.42,0.74,100,55.5
26-Oct-19,6519255.7,2.5,24.3,23.43,94.88,100.68,0.67,99.89,157.69
27-Oct-19,6519255.7,1.3,25.35,23.07,87.56,2.19,1.02,99.91,233.31
28-Oct-19,6519255.7,0.98,24.94,21.8,83.12,0.04,1.34,100.03,117.75
29-Oct-19,6519255.7,1.13,25.14,22.56,86,0,1.37,100.01,161.56
30-Oct-19,6568345.5,1.02,25.23,22.37,84.44,0,1.38,99.91,169.88
31-Oct-19,6568345.5,1.01,24.15,20.86,82.38,0,1.27,99.87,152.19
1-Nov-19,6974046.7,1.18,24.19,20.77,81.69,0,1.37,99.88,127.38
2-Nov-19,6974046.7,1.27,24.62,20.6,79.25,0,1.41,99.9,114.62
3-Nov-19,6974046.7,1.05,24.56,21.3,82.56,0,1.31,99.94,120.69
4-Nov-19,6974046.7,1,24.48,20.84,80.62,0,1.23,99.91,107.25
5-Nov-19,6974046.7,1.16,23.68,20.55,83.19,0.43,1.2,99.78,163.38
6-Nov-19,6974046.7,1.15,23.73,19.9,79.81,0.48,1.22,99.74,142.69
7-Nov-19,6974046.7,1.51,24.23,20.1,78.62,0,1.31,99.77,67.88
8-Nov-19,6974046.7,1.55,25.11,21.14,79.75,1.84,1.06,99.93,90.12
9-Nov-19,6974046.7,1.02,23.14,21.37,89.88,9.99,0.59,100,60.81
10-Nov-19,6974046.7,2.57,22.47,20.43,88.25,13.13,0.3,99.86,56.5
11-Nov-19,5818190.2,1.34,23.87,21.15,85.06,1.08,1.06,99.7,124
12-Nov-19,5818190.2,1.05,23.98,21.27,85.25,0.02,1.19,100.01,187.38
13-Nov-19,4922460,1.07,24.01,20.73,82.38,0,1.29,100.22,128.62
14-Nov-19,4922460,1.29,24.35,20.34,79.12,0,1.34,100.21,119.88
15-Nov-19,4922460,1.08,23.5,20.16,81.94,0,1.34,100.11,146.88
16-Nov-19,4922460,1.03,22.47,19.58,84.38,0,1.27,100.09,130.12
17-Nov-19,4922460,1.08,21.98,19.25,84.94,0,1.19,100.07,157.44
18-Nov-19,4922460,1.07,21.86,18.98,84.19,0,1.15,100.12,175.75
19-Nov-19,4922460,1.01,21.5,18.16,81.81,0.49,1.1,100.13,151.75
20-Nov-19,4922460,1.07,20.8,17.51,82.06,0.05,1.01,100.22,95.81
21-Nov-19,4922460,1.36,20.83,16.94,79.19,0,1.14,100.27,139.75
22-Nov-19,4922460,1.2,20.26,16.71,80.88,0,1.2,100.31,148.62
23-Nov-19,5476003.1,1.01,20.3,16.26,78.06,0,1.18,100.28,134.69
24-Nov-19,5476003.1,1.07,20.66,17.1,80.5,0,1.21,100.23,124.25
25-Nov-19,5135023.5,1.01,21.64,17.59,78.56,0,1.29,100.28,118.75
26-Nov-19,5135023.5,1.02,21.3,17.58,79.94,0,1.23,100.27,81
27-Nov-19,5135023.5,1.15,21.88,17.48,77.12,0,1.25,100.29,115.94
28-Nov-19,5135023.5,1.2,22.73,17.8,74.75,0,1.2,100.23,139.44
29-Nov-19,5135023.5,1.12,21.76,17.67,78.12,0,1.16,100.2,154.06
30-Nov-19,5135023.5,1.13,21,17.6,81.19,0,1.17,100.2,141.12
1-Dec-19,5135023.5,1.05,20.26,16.91,81.62,0,1.05,100.31,129.44
2-Dec-19,5135023.5,1.05,19.37,16.07,81.88,0,1.07,100.33,124.25
3-Dec-19,5135023.5,1.14,18.69,14.42,77.12,0,1.09,100.29,121.69
4-Dec-19,5135023.5,1.39,19.19,14.59,75.88,0,1.12,100.49,66.31
5-Dec-19,4999289.4,2.12,20.26,15.18,73.94,0,1.02,100.62,59.56
6-Dec-19,4999289.4,1.94,19.3,14.1,72.44,0,1.03,100.66,56.75
7-Dec-19,5066195.7,1.6,20.37,15.76,75.5,0,0.99,100.52,71
8-Dec-19,5066195.7,1.36,20.3,15.48,74.88,0,0.98,100.5,100.19
9-Dec-19,5066195.7,1.17,19.45,15.73,79.56,0,0.8,100.47,131.75
10-Dec-19,5066195.7,1.11,18.72,15.48,81.81,0,0.67,100.29,144.56
11-Dec-19,5066195.7,1.06,18.5,15.54,83.31,0,0.66,100.24,139.88
12-Dec-19,5066195.7,1.09,18.04,14.8,82.25,0,0.88,100.38,96.81
13-Dec-19,5066195.7,1.39,18.47,14.7,79.44,0,0.89,100.46,139.94
14-Dec-19,5066195.7,1.15,18.71,14.61,77.94,0,0.85,100.54,136.56
15-Dec-19,5066195.7,1.2,18.65,14.88,79.25,0,0.88,100.45,156.94
16-Dec-19,5066195.7,1.15,18.4,15.62,84.12,0,0.8,100.38,164.94
17-Dec-19,4854858.4,1.15,17.35,14.41,83.5,0,0.88,100.48,165.19
18-Dec-19,4854858.4,1.31,16.87,13.36,80.38,0,0.84,100.5,135.38
19-Dec-19,5531710.6,1.3,16.3,13.46,84.31,0,0.48,100.36,150.75
20-Dec-19,5531710.6,1.13,15.8,13.32,85.75,0,0.77,100.27,136.38
21-Dec-19,5531710.6,1.12,14.93,13.15,89.62,0,0.47,100.35,157.94
22-Dec-19,5531710.6,1.09,15.19,13.43,89.5,0,0.77,100.34,172.38
23-Dec-19,5531710.6,1.3,16,12.5,80.56,0,0.7,100.37,145.69
24-Dec-19,5531710.6,1.28,15.65,12.66,83.25,0,0.67,100.43,155.81
25-Dec-19,5531710.6,1.33,14.76,11.39,81.31,0,0.82,100.38,151.44
26-Dec-19,5531710.6,0.95,16.79,11.02,69.5,0.09,0.72,100.3,141.56
27-Dec-19,5531710.6,0.98,16.36,12.99,81.06,3.74,0.38,100.13,177.88
28-Dec-19,5531710.6,1.27,16.57,12.23,76.56,0.02,0.61,100.31,103.38
29-Dec-19,5471285.9,1.7,16.57,11.94,75.19,0.08,0.85,100.38,60.62
30-Dec-19,5471285.9,1.87,16.99,12.03,73.62,0,0.84,100.46,68.06
31-Dec-19,6432830.6,1.73,18.36,13.5,74.12,0,0.96,100.53,80.31
1-Jan-20,6432830.6,1.73,18.84,14.8,77.94,0.05,0.82,100.67,62.25
2-Jan-20,6432830.6,1.36,20.33,16.23,78.12,2.25,0.77,100.72,81
3-Jan-20,6432830.6,1.5,18.28,15.94,86.44,25.79,0.54,100.45,140.19
4-Jan-20,6432830.6,1.18,17.39,15.33,88.12,0.96,0.72,100.27,242.88
5-Jan-20,6432830.6,1.45,16.33,13.73,85.94,2.17,0.53,100.2,200.75
6-Jan-20,6432830.6,1.4,14.66,10.34,76.62,0.01,0.8,100.55,156.31
7-Jan-20,6432830.6,1.34,15.04,11.05,78.19,1.83,0.67,100.41,143.94
8-Jan-20,6432830.6,1.1,16.44,12.3,77.75,0,0.69,100.31,151.38
9-Jan-20,6432830.6,1.19,16.84,13.22,80,0.64,0.44,100.24,145.12
10-Jan-20,4817329.4,1.17,16.37,13.01,81.19,0.36,0.86,100.35,166.19
11-Jan-20,4817329.4,1.34,16.3,13.04,82,0.01,0.66,100.36,134.62
12-Jan-20,5661018.4,1.61,16.97,13.14,79.5,0,0.88,100.17,140.31
13-Jan-20,5661018.4,1.37,16.8,13.36,81.31,0,0.63,100.05,144.19
14-Jan-20,5661018.4,1.37,16.33,13.5,84.25,0,0.77,100.17,132.44
15-Jan-20,5661018.4,1.52,17.15,14.08,83.44,0,0.91,100.29,170.75
16-Jan-20,5661018.4,1.33,18.3,14.62,80.06,0,1,100.3,138
17-Jan-20,5661018.4,1.38,18.96,15,78.75,0,1.05,100.33,135.62
18-Jan-20,5661018.4,1.24,18.96,14.96,78.38,0,0.99,100.28,146.44
19-Jan-20,5661018.4,1.2,18.73,15.33,81.81,0.75,0.87,100.18,161.62
20-Jan-20,5661018.4,1.4,17.08,13.61,80.69,0.04,0.65,100.33,250.94
21-Jan-20,5661018.4,1.29,14.93,10.11,73.75,0,0.77,100.59,158.75
22-Jan-20,5141330.2,1.45,14.46,9.8,74.56,0,0.9,100.57,178.56
23-Jan-20,5141330.2,1.55,14.33,9.36,73.5,0,0.77,100.36,169.56
24-Jan-20,8243902.7,1.5,13.83,8.43,71.69,0,0.78,100.35,139.44
25-Jan-20,8243902.7,1.52,15.37,10.1,72.44,0,0.92,100.25,145.88
26-Jan-20,8243902.7,1.49,14.94,10.4,75.12,0,0.84,100.13,165.31
27-Jan-20,8243902.7,1.39,14.89,10.76,77.06,0,0.71,100.12,168.38
28-Jan-20,8243902.7,1.39,14.94,11.42,80.75,0,0.77,100.24,135.44
29-Jan-20,8243902.7,1.48,15.89,11.85,77.81,0,0.68,100.42,138.44
30-Jan-20,8243902.7,1.23,16.63,12.97,79.75,0.34,0.7,100.23,168.69
31-Jan-20,8243902.7,1.39,17.03,13.42,79.62,2.43,0.71,100.23,249.25
1-Feb-20,8243902.7,1.43,15.65,11.63,77.88,0.02,0.96,100.39,168.88
2-Feb-20,8243902.7,1.64,15.36,9.72,70.31,0,0.88,100.55,209.38
3-Feb-20,5007620.8,1.58,14.49,9.33,72.81,0,1.06,100.58,131.12
4-Feb-20,5007620.8,1.5,15.86,11.03,74.44,0,1.22,100.39,150.69
5-Feb-20,7896088.6,1.62,15.39,10.87,75.62,0,1.14,100.23,173.12
6-Feb-20,7896088.6,1.5,16.09,10.07,69.06,0,1.12,100.39,156.12
7-Feb-20,7896088.6,1.39,16.24,10.15,68.44,0,0.98,100.53,143.25
8-Feb-20,7896088.6,1.33,17.56,12.22,72.25,0,0.94,100.51,157.94
9-Feb-20,7896088.6,1.18,19,12.07,65.44,0.14,1.07,100.47,169.5
10-Feb-20,7896088.6,1.48,16.93,11.77,73.25,0.04,1.14,100.49,153.62
11-Feb-20,7896088.6,1.59,16.7,11.27,71.75,0,1.27,100.5,148.88
12-Feb-20,7896088.6,1.54,17.3,11.58,70.06,0,1.23,100.38,149.12
13-Feb-20,7896088.6,1.56,17.31,11.55,69.88,0,1.02,100.14,172.25
14-Feb-20,7896088.6,1.38,18.15,11.06,64.19,0,1.02,99.84,180.62
15-Feb-20,5189722.4,1.16,18.3,13.95,76.25,0,0.86,100.08,170.38
16-Feb-20,5189722.4,1.05,19.83,15.83,78.38,0,1.1,100.31,173.69
17-Feb-20,7109428.6,1.29,19.72,15.82,78.94,0,1.21,100.32,167.19
18-Feb-20,7109428.6,1.34,19.61,13.46,68.44,0.04,1.1,100.23,228.12
19-Feb-20,7109428.6,1.32,19.75,14.04,70.31,0.19,0.98,100.39,151.75
20-Feb-20,7109428.6,1.23,19.24,13.94,72.31,0,1.28,100.46,142
21-Feb-20,7109428.6,1.59,21.56,13.78,63.88,0,1.4,100.55,121
22-Feb-20,7109428.6,1.41,21.77,16.01,70.81,0,1.34,100.56,136.31
23-Feb-20,7109428.6,1.23,22.21,16.15,69.88,0.13,1.02,100.38,160.5
24-Feb-20,7109428.6,1.2,21.24,16.12,73.69,0.62,1.02,100.17,155.19
25-Feb-20,7109428.6,1.64,20.69,15.66,74.31,2.52,0.65,100.07,126.31
26-Feb-20,7109428.6,1.31,20.05,15.69,76.44,9.56,0.83,100.13,117.25
27-Feb-20,5518007.8,1.09,19.06,14.17,74.62,1.47,1.23,100.21,167.88
28-Feb-20,5518007.8,1.42,19.83,14.01,70.94,0.02,1.46,100.14,142.81
29-Feb-20,5518007.8,1.52,21.19,15.05,69.75,0,1.62,99.98,156.94
1-Mar-20,5518007.8,1.47,21.26,15.3,70.31,0,1.66,99.98,168.31
2-Mar-20,5518007.8,1.4,21.6,15.6,69.94,0.05,1.41,99.92,183.81
3-Mar-20,5518007.8,1.23,21.55,15.58,70.12,1.28,1.06,99.9,185.81
4-Mar-20,5518007.8,1.37,21.45,15.72,71.38,2.15,1.16,100,145.38
5-Mar-20,5518007.8,1.25,21.76,17.04,75.5,5.87,1.3,99.95,133.62
6-Mar-20,5518007.8,1.12,21.8,17.3,76.25,10.93,0.98,100.11,153.5
7-Mar-20,5518007.8,1.11,21.23,17.46,79.88,2.22,0.7,100.18,182.38
8-Mar-20,5518007.8,1.41,20.85,17.08,79.5,3.79,1.3,100.04,241.5
9-Mar-20,5518007.8,1.52,21.05,14.2,66.44,0.01,1.69,99.96,281.56
10-Mar-20,4050932.9,1.45,20.83,13.81,65.62,0.35,1.74,99.97,198.31
11-Mar-20,4050932.9,1.42,21.21,13.98,64.38,0,1.73,99.98,171.06
12-Mar-20,8075574.5,1.39,22.88,16.33,68.06,0,1.52,100.14,122.38
